"sDm_D"	"sDm_E"	"sBn_D"	"sBn_E"	"sAn_D"	"sAn_E"
"ENSG00000148925"	1633	1558	1114	1049	1159	1622
"ENSG00000168067"	4399	5082	5629	4869	3906	4236
"ENSG00000173914"	1361	1479	1125	1067	1260	1476
"ENSG00000166037"	2714	2323	2438	2219	2471	2745
"ENSG00000135387"	9428	9782	8349	6953	7855	10747
"ENSG00000174669"	584	675	482	399	315	361
"ENSG00000151715"	2217	1801	876	806	917	2469
"ENSG00000020922"	2585	2359	2006	1766	1889	2159
"ENSG00000175482"	1051	948	873	938	949	1014
"ENSG00000149292"	1580	1488	1559	1220	829	1022
"ENSG00000175229"	0	0	0	1	3	1
"ENSG00000173715"	408	441	368	286	343	279
"ENSG00000110514"	11736	12532	9941	8443	8667	10365
"ENSG00000110717"	2706	3213	2341	2117	2454	3507
"ENSG00000172375"	1635	1877	1891	1671	1597	1898
"ENSG00000173227"	0	1	10	1	4	3
"ENSG00000172269"	1047	1118	1012	904	1036	1168
"ENSG00000162144"	16210	13044	19339	16388	36216	22107
"ENSG00000150782"	113	89	314	292	763	163
"ENSG00000171067"	1131	1286	790	718	935	1224
"ENSG00000137522"	1839	1689	1462	1384	1628	2000
"ENSG00000175463"	9660	10267	8478	7918	7769	6784
"ENSG00000135372"	4078	4274	3765	3067	2727	3075
"ENSG00000149231"	2864	2307	2544	2304	2134	2794
"ENSG00000149573"	61	73	82	67	53	91
"ENSG00000109991"	0	4	0	1	2	0
"ENSG00000177697"	2308	2089	3551	3510	1486	1998
"ENSG00000166313"	3644	4070	4502	4076	3453	3849
"ENSG00000149182"	9408	8837	7474	6891	9351	10241
"ENSG00000148950"	230	196	171	153	220	273
"ENSG00000172803"	88	105	104	107	81	65
"ENSG00000160593"	13063	12351	9611	7942	9620	6835
"ENSG00000086827"	1101	1021	904	758	1097	1246
"ENSG00000149452"	2	0	0	0	1	4
"ENSG00000149091"	10627	13116	13037	11814	13407	13320
"ENSG00000110203"	158	133	79	69	808	497
"ENSG00000165458"	7514	8961	7419	6303	7791	8737
"ENSG00000170322"	4372	4733	4712	4066	3360	3976
"ENSG00000183020"	6566	7526	5847	5069	5996	6207
"ENSG00000149357"	5522	5984	4694	4580	8223	9370
"ENSG00000162222"	1754	1770	1495	1387	1588	1785
"ENSG00000149582"	631	757	648	639	425	504
"ENSG00000133816"	7647	8531	3107	2300	2957	8862
"ENSG00000172638"	367	435	307	279	235	182
"ENSG00000166741"	4	7	2	1	2	13
"ENSG00000149257"	1179	1376	1200	1115	1186	1345
"ENSG00000166002"	611	664	1336	1317	2243	1128
"ENSG00000134825"	2748	2780	2123	2182	3304	4349
"ENSG00000133328"	5	11	6	8	8	1
"ENSG00000110013"	467	497	461	449	371	440
"ENSG00000085733"	494	675	536	461	403	479
"ENSG00000109919"	2111	1885	1607	1617	2519	2832
"ENSG00000048028"	3500	3502	1748	1592	1953	2591
"ENSG00000137502"	2789	2639	1732	1565	1189	1576
"ENSG00000188070"	607	704	499	407	371	554
"ENSG00000109911"	703	608	499	458	678	907
"ENSG00000110330"	8159	6618	6661	6396	5989	6170
"ENSG00000172977"	1826	2139	1441	1355	1729	2076
"ENSG00000177685"	61	48	74	74	50	42
"ENSG00000166106"	0	4	2	0	0	0
"ENSG00000170242"	5140	4107	4300	3676	3505	4222
"ENSG00000168092"	3953	4039	3536	3236	4456	5526
"ENSG00000177542"	1252	1368	1132	938	901	1042
"ENSG00000187486"	556	617	120	100	680	1344
"ENSG00000173933"	567	435	487	426	454	586
"ENSG00000129151"	0	0	0	0	0	0
"ENSG00000151500"	1846	1932	1693	1619	1950	1874
"ENSG00000149131"	28	50	301	141	504	59
"ENSG00000110628"	1432	1716	783	685	1840	2271
"ENSG00000129744"	19	10	39	30	26	8
"ENSG00000137496"	3064	4013	3526	2494	7042	2635
"ENSG00000185475"	1472	1461	1103	1018	1470	1844
"ENSG00000176148"	1490	1606	889	640	829	1463
"ENSG00000134339"	0	4	0	3	1	0
"ENSG00000165917"	55	47	83	81	55	31
"ENSG00000149187"	11386	11768	12372	10563	9497	9819
"ENSG00000137509"	2178	1931	2060	1726	4343	2570
"ENSG00000174672"	127	180	144	127	117	208
"ENSG00000175376"	3007	2850	2828	2528	2611	3059
"ENSG00000166326"	10601	11100	9284	7866	7968	8931
"ENSG00000168010"	6161	6593	7601	6737	6398	5787
"ENSG00000158636"	2757	2885	2618	2219	1969	2729
"ENSG00000166181"	6675	5805	5020	4421	5970	7475
"ENSG00000171714"	16	20	30	51	58	72
"ENSG00000175356"	8	2	13	2	7	13
"ENSG00000171533"	14	20	17	25	4	7
"ENSG00000070081"	3170	2769	1784	1778	2074	2186
"ENSG00000197702"	13	8	6	4	2	8
"ENSG00000165495"	0	3	2	0	2	0
"ENSG00000110697"	9587	11198	8205	7268	8218	9564
"ENSG00000166257"	14	20	10	2	8	16
"ENSG00000165912"	40	46	36	32	29	27
"ENSG00000175592"	295	464	150	130	166	339
"ENSG00000166250"	38	40	32	25	26	26
"ENSG00000160613"	8183	8393	9173	7617	5952	6821
"ENSG00000151376"	47	53	49	39	21	24
"ENSG00000135373"	372	407	209	178	153	153
"ENSG00000129170"	1	2	2	0	0	0
"ENSG00000137648"	1	0	1	0	2	1
"ENSG00000173599"	365	381	1148	877	1322	893
"ENSG00000137693"	21	24	7	15	11	25
"ENSG00000118369"	2569	3023	2193	1931	1630	1575
"ENSG00000173020"	35835	39659	29569	26964	28975	32152
"ENSG00000174915"	1593	1539	1430	1279	1733	1906
"ENSG00000168000"	67	45	57	48	57	55
"ENSG00000110768"	2475	2252	2206	2045	2442	2846
"ENSG00000162188"	46	68	70	52	65	80
"ENSG00000184545"	701	980	396	346	510	528
"ENSG00000182919"	1416	1217	1150	1119	1192	1123
"ENSG00000166333"	312	215	202	164	134	270
"ENSG00000110324"	40110	40307	33532	27989	37706	40780
"ENSG00000110446"	8023	10504	9852	8916	12819	15186
"ENSG00000167323"	7519	8152	6672	5672	5901	8575
"ENSG00000110651"	15430	16947	21918	19789	38795	33713
"ENSG00000151498"	2976	2675	2883	2595	3110	2878
"ENSG00000150455"	1186	1146	1111	880	1074	1268
"ENSG00000137656"	2068	2228	1561	1480	1834	1828
"ENSG00000110435"	1336	1147	1002	899	1019	1236
"ENSG00000160695"	5649	6102	4735	4056	5485	6080
"ENSG00000172663"	1566	2008	1574	1603	1489	1571
"ENSG00000186635"	34454	33067	31804	28305	29425	34734
"ENSG00000137486"	6495	6418	4101	4088	6016	6257
"ENSG00000175567"	24561	28214	11475	10880	13882	25442
"ENSG00000166444"	51	58	51	62	60	83
"ENSG00000086205"	0	0	0	0	1	0
"ENSG00000182255"	0	0	1	0	0	1
"ENSG00000110367"	19360	18914	15135	13618	16413	22536
"ENSG00000149090"	0	0	0	0	3	0
"ENSG00000149541"	4747	4839	3889	3657	4702	5563
"ENSG00000129757"	305	314	373	401	841	421
"ENSG00000110075"	8886	8874	8005	6954	7355	9528
"ENSG00000187151"	1	0	1	0	0	0
"ENSG00000148985"	1174	1144	964	897	884	1036
"ENSG00000149806"	20261	22462	19609	19704	24356	26962
"ENSG00000172927"	10	8	17	15	35	11
"ENSG00000158555"	2183	2399	3562	2815	1857	2614
"ENSG00000137691"	0	0	0	0	0	2
"ENSG00000023445"	19281	16029	14098	12175	10474	12662
"ENSG00000110497"	4742	5078	3861	3194	3477	4743
"ENSG00000149380"	35	27	35	23	21	53
"ENSG00000181830"	1501	1659	1241	1136	1541	1957
"ENSG00000110200"	418	298	388	386	492	483
"ENSG00000214530"	1064	1194	1411	1364	1457	1504
"ENSG00000160584"	8043	9399	7494	6312	5874	7561
"ENSG00000167986"	20397	19888	17738	15676	27746	24288
"ENSG00000184281"	3739	3281	2687	2488	3230	3534
"ENSG00000149476"	1551	1525	1445	1164	1990	1653
"ENSG00000176102"	1161	1048	907	801	873	1081
"ENSG00000214026"	596	665	492	554	563	582
"ENSG00000095139"	10989	11775	8919	7599	8712	12699
"ENSG00000126391"	4495	4648	3856	3385	3860	4444
"ENSG00000156599"	9345	10468	8158	7086	9278	11644
"ENSG00000002330"	551	496	288	298	426	537
"ENSG00000166394"	278	343	129	128	299	298
"ENSG00000170955"	1	16	4	1	11	14
"ENSG00000173264"	1476	1736	1135	916	1296	1791
"ENSG00000154133"	1	5	5	3	0	0
"ENSG00000172247"	6	4	22	32	4	6
"ENSG00000110583"	1792	1809	1426	1391	1367	1287
"ENSG00000099834"	110	85	95	47	25	80
"ENSG00000166575"	729	709	737	634	937	1139
"ENSG00000169519"	658	672	608	499	599	765
"ENSG00000166900"	3212	2738	4131	3906	2887	3430
"ENSG00000051009"	4568	4675	3920	3349	3494	4093
"ENSG00000168002"	4034	3883	2924	3123	5051	5628
"ENSG00000121691"	3757	3892	4945	4570	5246	5056
"ENSG00000198561"	704	612	688	570	1016	1174
"ENSG00000205531"	14068	13468	14661	13255	13145	14122
"ENSG00000184743"	3983	3972	2715	2350	3101	4672
"ENSG00000137710"	3218	3014	4521	4445	5775	3632
"ENSG00000134802"	4794	3833	4085	3887	5239	5285
"ENSG00000160654"	6033	5933	3858	3674	4526	4788
"ENSG00000162129"	1092	1125	975	786	1099	1345
"ENSG00000172725"	8742	8902	8314	7593	11627	11859
"ENSG00000157570"	528	641	685	696	557	591
"ENSG00000162174"	133	132	165	147	355	182
"ENSG00000109944"	363	321	215	158	192	184
"ENSG00000170962"	358	305	151	167	532	505
"ENSG00000076053"	1015	850	899	824	1341	1307
"ENSG00000175274"	3554	4706	2352	2036	2644	1918
"ENSG00000172893"	1405	1537	1129	884	1213	1467
"ENSG00000068831"	9751	10822	14831	13524	9788	8324
"ENSG00000154096"	1	2	0	1	0	3
"ENSG00000173120"	21073	22877	18649	15855	16142	18911
"ENSG00000074201"	3485	3151	2795	2735	3156	3645
"ENSG00000149269"	3215	3013	2862	2310	2868	2684
"ENSG00000110660"	781	701	599	508	541	525
"ENSG00000182704"	11	22	24	21	9	20
"ENSG00000110786"	0	0	0	0	0	0
"ENSG00000166801"	4749	4585	5165	4157	4882	4536
"ENSG00000150773"	18	19	5	11	20	24
"ENSG00000132256"	1405	1346	805	739	1128	932
"ENSG00000133794"	4013	4123	2783	2301	2858	3236
"ENSG00000006611"	0	0	0	0	0	0
"ENSG00000132274"	16548	16147	11884	9663	11544	10340
"ENSG00000167770"	5496	6402	4253	3968	5948	6485
"ENSG00000120457"	0	3	3	2	17	6
"ENSG00000166025"	131	164	113	79	105	124
"ENSG00000076706"	54	75	38	42	56	89
"ENSG00000110274"	3249	3818	2812	2396	2724	2897
"ENSG00000151503"	2628	2689	2588	2093	2151	2150
"ENSG00000137507"	79	111	334	226	155	121
"ENSG00000133316"	1818	2055	1734	1626	1576	1991
"ENSG00000151502"	5150	5716	4603	3919	5505	5807
"ENSG00000167771"	16	6	2	11	8	35
"ENSG00000182272"	61	76	49	56	27	73
"ENSG00000137757"	1081	878	350	456	124	612
"ENSG00000151348"	3640	3553	2608	2353	3093	4275
"ENSG00000110328"	2	1	2	5	1	0
"ENSG00000050165"	2505	2493	1059	965	981	1412
"ENSG00000162227"	912	829	740	751	771	943
"ENSG00000110429"	3498	3016	3089	2559	2689	3249
"ENSG00000197580"	54	43	55	33	60	35
"ENSG00000073921"	17819	16905	14573	13049	18704	22132
"ENSG00000133317"	156	144	94	96	33	63
"ENSG00000109906"	1939	1970	1296	1189	1251	1709
"ENSG00000133321"	6522	6629	2938	2829	4638	5083
"ENSG00000075239"	765	688	669	606	802	766
"ENSG00000110057"	3380	3916	3756	3639	6182	5330
"ENSG00000172830"	756	984	1112	992	776	779
"ENSG00000019485"	796	814	716	595	570	609
"ENSG00000172543"	2197	2802	1537	1368	2825	3018
"ENSG00000110675"	3	2	1	0	2	1
"ENSG00000256269"	446	426	303	318	513	581
"ENSG00000175224"	6535	7498	5275	4606	6353	7977
"ENSG00000173039"	8308	11465	7647	6397	6072	8916
"ENSG00000137731"	28	28	8	6	14	29
"ENSG00000254772"	1	0	1	1	0	1
"ENSG00000180423"	554	605	414	383	597	640
"ENSG00000137478"	3159	3090	2723	2390	2262	1858
"ENSG00000154144"	3644	3899	3659	3186	3540	3518
"ENSG00000175264"	5	7	2	5	1	0
"ENSG00000134910"	7281	7448	5670	4909	6049	8743
"ENSG00000170325"	1378	1520	1253	899	982	1121
"ENSG00000171631"	6416	6572	3786	3358	6903	6947
"ENSG00000177600"	68940	66438	70376	65386	74580	91188
"ENSG00000135365"	6096	6472	5063	4421	5424	5484
"ENSG00000214376"	0	8	1	4	2	1
"ENSG00000137634"	2	1	6	1	0	0
"ENSG00000170290"	0	0	0	1	2	0
"ENSG00000062282"	569	515	1137	1194	873	1829
"ENSG00000085741"	97	131	12	31	26	21
"ENSG00000064201"	461	574	487	435	473	382
"ENSG00000135374"	0	5	0	0	0	0
"ENSG00000110665"	1008	1151	1385	1204	1507	1275
"ENSG00000174744"	4847	5135	4186	3905	5207	6129
"ENSG00000213619"	2337	1995	1912	1704	2625	2863
"ENSG00000133318"	8162	7658	7338	7346	10956	13242
"ENSG00000173898"	47	59	33	33	30	30
"ENSG00000064309"	56	79	77	59	26	86
"ENSG00000109920"	7864	8355	7839	6657	6033	5599
"ENSG00000177106"	246	334	241	244	259	287
"ENSG00000078902"	4937	5504	4554	3970	5215	7610
"ENSG00000188487"	16	18	18	28	3	3
"ENSG00000177363"	0	0	1	1	0	3
"ENSG00000180773"	1935	1643	1861	1825	2790	3635
"ENSG00000110077"	379	308	161	105	297	242
"ENSG00000168959"	0	0	0	0	0	0
"ENSG00000133895"	2826	3536	2951	2668	2409	3032
"ENSG00000117984"	36127	47317	57205	59951	89784	73521
"ENSG00000185238"	693	642	662	538	688	810
"ENSG00000149418"	4050	4078	12936	12795	23065	23670
"ENSG00000132109"	4020	4084	4060	3404	3742	4355
"ENSG00000149781"	29625	34072	21576	18409	24409	41649
"ENSG00000137474"	527	542	360	327	441	345
"ENSG00000254986"	2543	2419	1756	1489	2227	3447
"ENSG00000110619"	3041	3462	2741	2465	3063	3568
"ENSG00000149743"	949	1049	813	829	851	839
"ENSG00000110536"	81	93	78	88	118	109
"ENSG00000137672"	0	1	1	0	0	0
"ENSG00000130592"	26977	33818	23061	19759	39877	31227
"ENSG00000196323"	6410	6415	5612	4569	5129	6339
"ENSG00000185187"	5598	6629	5213	4883	4026	4916
"ENSG00000123444"	708	631	567	523	636	729
"ENSG00000175564"	298	383	336	278	312	237
"ENSG00000172273"	2266	2322	2014	1872	2062	2198
"ENSG00000149115"	1761	1852	2385	1990	1813	1993
"ENSG00000185627"	7244	6690	5621	5289	8449	10199
"ENSG00000182359"	437	421	303	318	389	312
"ENSG00000165973"	0	0	0	0	0	2
"ENSG00000185885"	4667	5832	2418	2762	2287	3419
"ENSG00000166086"	312	326	415	344	174	330
"ENSG00000011405"	2726	2493	2562	1988	1878	2296
"ENSG00000137714"	921	770	941	970	1501	1220
"ENSG00000148926"	5690	5287	5324	5553	2302	3836
"ENSG00000172508"	272	294	202	193	160	200
"ENSG00000166407"	3	1	1	14	10	2
"ENSG00000134955"	2587	2531	5512	4788	13598	7525
"ENSG00000110011"	1882	2474	1700	1642	1798	2280
"ENSG00000110455"	655	727	667	584	1614	1328
"ENSG00000172935"	0	1	1	4	0	5
"ENSG00000167792"	6035	6268	5107	4762	5808	5619
"ENSG00000167994"	64	95	89	112	236	60
"ENSG00000149428"	14929	17225	9159	8078	9746	13578
"ENSG00000149499"	13129	13332	11279	10024	9636	11238
"ENSG00000167985"	639	654	528	498	707	819
"ENSG00000160703"	1311	1355	961	880	1221	1149
"ENSG00000126432"	7136	6858	4960	4986	7406	7452
"ENSG00000152270"	13584	14024	16655	13838	11458	13969
"ENSG00000262655"	3058	3317	1692	1463	1288	1450
"ENSG00000149557"	187	229	189	137	340	739
"ENSG00000149089"	1186	989	768	881	1123	1233
"ENSG00000151702"	6850	7551	6721	6123	6827	7807
"ENSG00000149547"	2150	2022	1850	1520	2268	2594
"ENSG00000110074"	1830	1659	1671	1512	1692	1927
"ENSG00000025434"	2034	2506	3303	3910	5173	1748
"ENSG00000173153"	2312	1975	2239	2158	2372	3124
"ENSG00000184014"	13550	13650	15844	14680	9883	13878
"ENSG00000166391"	2	0	0	0	0	0
"ENSG00000166261"	1243	1384	1193	1084	929	844
"ENSG00000159063"	753	832	677	573	865	995
"ENSG00000173113"	6372	5806	4662	4917	6910	7886
"ENSG00000021762"	1962	2371	1228	1135	1191	1197
"ENSG00000150687"	213	241	52	32	237	287
"ENSG00000166478"	2511	2340	2055	1858	2066	2464
"ENSG00000129084"	1138	1028	891	944	1301	1492
"ENSG00000165434"	2068	1818	1424	1201	1199	1760
"ENSG00000110080"	736	680	355	356	301	621
"ENSG00000137747"	301	322	318	310	226	222
"ENSG00000149084"	1275	1084	956	970	1317	1596
"ENSG00000131626"	5176	5312	5169	4686	4644	4969
"ENSG00000129173"	12	17	11	12	5	2
"ENSG00000109929"	2182	2010	2465	2152	2246	2532
"ENSG00000151116"	1574	1313	1141	1086	1568	1831
"ENSG00000156738"	4633	4664	3767	3421	3337	3073
"ENSG00000167257"	1512	1646	1356	1223	1133	1475
"ENSG00000137501"	3979	4035	2161	1959	1583	1935
"ENSG00000133789"	8530	7340	5617	5451	6337	6628
"ENSG00000137491"	10260	11192	7770	7102	11966	9118
"ENSG00000257057"	0	0	0	0	1	0
"ENSG00000110090"	10854	11221	11996	10434	17652	22452
"ENSG00000196666"	5	1	2	1	0	1
"ENSG00000184524"	22	35	8	19	13	30
"ENSG00000148948"	0	0	0	0	0	0
"ENSG00000162241"	1919	2131	2057	1810	1432	1500
"ENSG00000135378"	120	106	118	124	199	164
"ENSG00000068971"	1083	1198	978	843	1128	1124
"ENSG00000130413"	52	55	24	32	40	33
"ENSG00000110315"	1723	1446	1500	1425	1554	1881
"ENSG00000182450"	1	2	1	2	0	0
"ENSG00000174483"	99	132	120	96	101	132
"ENSG00000129083"	8892	7186	6405	5871	8282	10890
"ENSG00000137497"	19723	22223	18945	16242	13982	15305
"ENSG00000154114"	720	635	656	602	705	740
"ENSG00000134574"	2548	3018	2388	2314	2457	2054
"ENSG00000172500"	2579	3006	1888	1760	2853	3691
"ENSG00000168496"	892	815	631	637	957	1036
"ENSG00000184154"	304	324	407	321	269	284
"ENSG00000068976"	411	431	485	460	321	267
"ENSG00000166352"	102	77	61	51	116	133
"ENSG00000149150"	1351	1293	1067	947	1176	998
"ENSG00000166452"	863	944	960	1063	1127	1033
"ENSG00000085117"	33481	32811	30307	31387	30787	49728
"ENSG00000133805"	9784	9872	10400	8959	9502	11837
"ENSG00000173442"	26645	29646	24483	22535	23667	27278
"ENSG00000248746"	14	12	8	2	15	1
"ENSG00000121671"	3836	4291	3583	3041	2923	3620
"ENSG00000175591"	711	748	810	675	579	834
"ENSG00000150776"	1926	1817	1592	1562	2228	2195
"ENSG00000011347"	2	1	3	1	0	4
"ENSG00000165915"	3606	3901	2679	2541	2935	3483
"ENSG00000175216"	5078	5364	4451	3618	3864	5214
"ENSG00000168005"	1277	1485	907	883	947	1125
"ENSG00000161328"	223	233	210	160	246	214
"ENSG00000167987"	4658	5233	3940	3070	6008	7723
"ENSG00000213445"	18058	22142	13640	12399	12336	13476
"ENSG00000197601"	4912	3626	4089	3400	4724	6030
"ENSG00000135363"	1021	1030	837	925	1460	1472
"ENSG00000026508"	146087	141745	100496	88370	132663	180927
"ENSG00000134333"	26424	25908	15931	16362	20511	31786
"ENSG00000198382"	2158	2233	1993	1839	2355	2363
"ENSG00000085063"	8663	6697	3587	4372	2948	5748
"ENSG00000185670"	644	564	524	440	519	558
"ENSG00000176697"	12	6	5	10	3	5
"ENSG00000152558"	27313	25629	29900	26944	29748	31898
"ENSG00000167333"	1466	1664	1249	1099	1351	1353
"ENSG00000221968"	2206	2554	2089	1835	2134	3296
"ENSG00000052841"	5792	5910	5296	4456	5081	5615
"ENSG00000084234"	55388	51262	45098	46133	63642	83691
"ENSG00000166926"	2	9	4	3	20	3
"ENSG00000019144"	430	599	583	506	404	728
"ENSG00000162302"	2647	2966	2229	1925	2963	3252
"ENSG00000149403"	27	24	9	2	8	6
"ENSG00000110079"	412	350	970	1377	3142	836
"ENSG00000173511"	2973	3293	2934	2987	3480	2890
"ENSG00000258659"	22	23	9	16	8	7
"ENSG00000214517"	1446	1568	1137	1022	1137	1613
"ENSG00000174791"	530	633	549	450	759	1140
"ENSG00000175220"	4901	6100	4570	3750	3529	5219
"ENSG00000205339"	5492	5052	4518	3730	4383	5998
"ENSG00000165916"	7137	7096	4386	4447	6501	8665
"ENSG00000177830"	2067	1946	1745	1535	2042	2345
"ENSG00000162231"	12763	14801	12191	10528	9702	9666
"ENSG00000149043"	2	6	7	7	3	1
"ENSG00000149809"	470	579	394	314	406	433
"ENSG00000134780"	1184	1375	900	709	1128	1252
"ENSG00000166927"	12114	10573	30220	28517	40844	38872
"ENSG00000183644"	2	0	2	1	0	0
"ENSG00000149311"	24007	22607	23974	17388	15301	16936
"ENSG00000110063"	1263	1347	1026	841	936	1097
"ENSG00000133818"	534	556	280	284	354	415
"ENSG00000172732"	3021	3611	2614	2378	2969	2813
"ENSG00000168071"	10273	11703	9906	8897	6350	6394
"ENSG00000099849"	1865	1874	1417	1404	1544	1318
"ENSG00000185507"	6156	7947	3943	3366	5450	4393
"ENSG00000168056"	5142	6526	7760	6952	2741	3091
"ENSG00000110696"	12944	11377	9784	9388	12094	13935
"ENSG00000109971"	47702	49590	35404	30015	45343	60046
"ENSG00000071203"	0	0	0	0	2	0
"ENSG00000142186"	4837	5765	4161	3832	4675	5257
"ENSG00000214063"	454	468	627	657	2008	844
"ENSG00000168003"	49376	41847	34608	31737	32231	61759
"ENSG00000174516"	709	733	918	813	1506	1608
"ENSG00000049449"	241	237	195	207	191	237
"ENSG00000175467"	10260	11721	9293	8326	8873	9931
"ENSG00000023191"	10938	11001	9093	8351	13494	15283
"ENSG00000231743"	0	0	0	0	0	0
"ENSG00000226694"	0	0	0	0	0	0
"ENSG00000287653"	0	0	0	0	0	0
"ENSG00000237500"	0	0	0	0	0	0
"ENSG00000233052"	0	0	0	0	0	0
"ENSG00000227912"	0	0	0	0	0	0
"ENSG00000271251"	0	0	0	0	0	0
"ENSG00000185736"	10	8	1284	1082	987	1176
"ENSG00000236420"	0	2	5	6	0	0
"ENSG00000235838"	0	3	0	0	0	0
"ENSG00000224251"	10	4	4	5	1	7
"ENSG00000230121"	0	0	0	0	0	0
"ENSG00000230096"	0	0	0	0	0	0
"ENSG00000283456"	0	0	0	0	0	0
"ENSG00000287175"	15	25	0	9	2	0
"ENSG00000239539"	0	0	0	0	0	0
"ENSG00000285994"	25	29	29	17	25	31
"ENSG00000286858"	0	0	0	0	0	0
"ENSG00000270234"	0	0	0	0	0	0
"ENSG00000176244"	10	7	6	3	8	13
"ENSG00000230818"	0	0	0	0	0	0
"ENSG00000236960"	0	0	0	0	0	0
"ENSG00000227537"	0	0	0	0	0	0
"ENSG00000225976"	1	1	0	2	0	1
"ENSG00000228181"	4	2	4	2	0	1
"ENSG00000285520"	0	0	0	0	0	0
"ENSG00000107611"	609	705	849	628	372	302
"ENSG00000234961"	0	0	0	0	0	0
"ENSG00000273153"	0	0	0	0	0	0
"ENSG00000234813"	0	0	0	0	0	0
"ENSG00000225192"	3	2	5	4	2	1
"ENSG00000165309"	1	0	3	2	2	10
"ENSG00000176236"	5	2	0	0	5	6
"ENSG00000279623"	2	6	5	3	4	0
"ENSG00000227264"	0	0	0	0	1	0
"ENSG00000233451"	0	0	0	0	0	0
"ENSG00000225638"	0	0	0	0	0	0
"ENSG00000233190"	0	0	0	0	0	0
"ENSG00000151963"	1	3	8	6	1	12
"ENSG00000238246"	15	12	25	25	65	82
"ENSG00000272387"	2	0	1	0	0	3
"ENSG00000234335"	3	4	4	6	3	4
"ENSG00000204740"	0	0	2	0	4	0
"ENSG00000285859"	0	3	4	1	0	0
"ENSG00000148488"	511	419	327	291	514	602
"ENSG00000263761"	0	0	0	0	0	0
"ENSG00000234541"	0	0	0	0	0	0
"ENSG00000270762"	0	0	0	0	0	0
"ENSG00000228882"	1	2	2	4	5	0
"ENSG00000223984"	10	3	3	0	4	6
"ENSG00000235637"	3	3	2	2	4	11
"ENSG00000228339"	0	0	2	0	2	0
"ENSG00000254929"	4	16	8	3	1	12
"ENSG00000260137"	0	0	1	1	1	4
"ENSG00000274242"	0	0	0	0	0	0
"ENSG00000223841"	0	0	0	0	0	0
"ENSG00000237913"	0	0	0	0	0	0
"ENSG00000235197"	1	4	1	1	0	0
"ENSG00000287613"	17	8	30	24	43	70
"ENSG00000237936"	0	0	0	0	0	0
"ENSG00000168267"	0	0	0	0	0	0
"ENSG00000226016"	0	0	0	0	0	0
"ENSG00000271563"	0	0	0	0	2	0
"ENSG00000266217"	0	0	0	0	0	0
"ENSG00000279819"	0	0	2	2	2	13
"ENSG00000233837"	1	2	3	2	4	2
"ENSG00000203496"	1	1	3	0	0	2
"ENSG00000273012"	0	0	0	0	0	4
"ENSG00000286413"	1	1	1	0	0	4
"ENSG00000230500"	0	0	0	0	0	0
"ENSG00000151023"	42	46	77	68	68	39
"ENSG00000227465"	0	0	0	0	0	0
"ENSG00000270192"	0	0	0	0	0	0
"ENSG00000226255"	0	0	0	0	0	0
"ENSG00000270369"	0	0	0	0	0	0
"ENSG00000227173"	0	0	0	0	0	0
"ENSG00000279239"	0	0	0	0	0	0
"ENSG00000165443"	0	0	0	0	0	0
"ENSG00000229644"	116	97	73	44	25	127
"ENSG00000233472"	0	2	1	2	0	0
"ENSG00000271650"	0	0	0	0	0	0
"ENSG00000265203"	0	0	0	0	0	0
"ENSG00000234369"	6	1	0	1	2	11
"ENSG00000231399"	0	0	0	0	0	0
"ENSG00000229932"	34	26	26	27	16	17
"ENSG00000235356"	0	0	0	0	0	0
"ENSG00000227734"	0	0	0	0	0	0
"ENSG00000213657"	6	0	0	0	0	0
"ENSG00000272319"	3	0	1	2	2	4
"ENSG00000226113"	0	0	0	0	0	0
"ENSG00000233724"	0	0	0	0	0	0
"ENSG00000270754"	0	0	0	2	0	0
"ENSG00000226395"	0	0	0	0	0	0
"ENSG00000270421"	2	1	2	0	0	3
"ENSG00000226296"	0	0	0	0	0	0
"ENSG00000235816"	3	3	0	2	0	8
"ENSG00000165757"	33	51	12	11	4	31
"ENSG00000227972"	5	6	1	0	0	0
"ENSG00000107984"	0	0	0	0	0	0
"ENSG00000282906"	0	0	0	0	0	0
"ENSG00000233703"	0	0	0	0	0	0
"ENSG00000223565"	0	0	0	0	0	0
"ENSG00000226163"	0	1	1	3	3	2
"ENSG00000270002"	0	0	0	0	0	0
"ENSG00000233258"	0	0	0	0	0	0
"ENSG00000270352"	0	0	0	0	0	0
"ENSG00000184923"	93	104	87	70	160	125
"ENSG00000280166"	3	1	0	2	4	5
"ENSG00000279502"	4	6	7	4	6	24
"ENSG00000230962"	0	0	0	0	0	0
"ENSG00000286445"	14	7	4	7	10	21
"ENSG00000235279"	0	0	0	0	0	0
"ENSG00000280134"	0	0	0	0	0	0
"ENSG00000107789"	1019	1094	906	786	1115	1844
"ENSG00000231060"	0	0	0	0	0	0
"ENSG00000178429"	10	7	4	9	16	62
"ENSG00000206448"	9	13	22	13	54	21
"ENSG00000183055"	0	0	0	2	0	0
"ENSG00000182771"	0	3	0	1	0	1
"ENSG00000224714"	1	0	0	0	0	0
"ENSG00000224412"	2	3	1	0	5	7
"ENSG00000285846"	0	0	0	0	0	0
"ENSG00000236606"	0	0	0	0	0	0
"ENSG00000213659"	0	0	0	0	0	0
"ENSG00000227209"	0	0	0	0	0	0
"ENSG00000236493"	26	28	20	32	26	22
"ENSG00000237740"	0	1	1	2	2	1
"ENSG00000225118"	2	0	0	1	0	2
